clip_orig,clip_edit,siglip_orig,siglip_edit,effect_clip,effect_siglip,image_id,group,strength,passed
0.16213618218898773,0.21825924515724182,0.004797370173037052,0.017625315114855766,0.05612306296825409,0.012827944941818714,bird_03,bird,,True
0.2299695909023285,0.2456129789352417,0.03953719884157181,0.07076767832040787,0.015643388032913208,0.03123047947883606,cat_02,cat,,True
0.18607234954833984,0.2836996018886566,0.01022140122950077,0.07144910097122192,0.09762725234031677,0.06122769974172115,dog_03,dog,,True
