cell_id,config_hash,condition,image_id,subtask,tau,purify_kind,purify_strength,seed,fid_psnr,fid_lpips,fid_ssim,fid_linf,fid_fsim,fid_vif_p,fid_dists,fid_niqe,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,edit_clip_b,edit_siglip_b,edit_psnr,edit_lpips,edit_ssim,edit_mse,edit_fsim,edit_vif_p,effect_abs,effect_clip,effect_siglip,effect_control,retention,retention_usable,steps_used,stop_reason,seconds,disp_mean_px,disp_max_px,proxy_gap,attn_full,attn_steps,defimg_acutance_ratio,defimg_dists,defimg_frac_gt_16_255,defimg_fsim,defimg_linf,defimg_lpips,defimg_psnr,defimg_rms,defimg_ssim,defimg_vif_p,edit_acutance_ratio,edit_clip_a,edit_dists,edit_frac_gt_16_255,edit_linf,edit_niqe_a,edit_niqe_b,edit_rms,edit_siglip_a,finished,group,image,prompt,purify_available,stage,started,status,lr,tau_achieved,scale_k,skipped_reason,modified_from_paper
eval/N1/bird_03/purifyadverse_cleaner0/seed0/tau0.2,b0893eabe47f,N1,bird_03,bird,0.2,adverse_cleaner,0.0,0,24.792728424072266,0.19968703389167786,0.7987040281295776,0.9192578196525574,0.8695151209831238,0.19098784029483795,0.08971643447875977,3.2909502206028867,1.006762981414795,0.057592108845710754,0.1133321151137352,0.2739841938018799,0.1026851162314415,23.97665786743164,0.1718665212392807,0.8967125415802002,0.0040025184862315655,0.8848543167114258,0.3542071282863617,-0.0019588544964790344,0.007129579782485962,-0.0019588544964790344,-0.003665429353713989,0.5344133817486426,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.330952013842762,0.8659334778785706,2.9141042232513428,0.0,True,11,0.8524854183197021,0.12321871519088745,0.09966278076171875,0.8617386817932129,0.9372549057006836,0.3084273040294647,25.07307243347168,0.055762939155101776,0.8035615682601929,0.22655130922794342,0.9567176103591919,0.28111377358436584,0.12133383750915527,0.1194203719496727,0.9054958820343018,4.794244576585922,5.658447562895081,0.06326545774936676,0.10072626173496246,2026-08-07T08:28:25+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:28:16+08:00,done,0.1,0.19968703389167786,3.125,,
eval/N1/bird_03/purifyadverse_cleaner0/seed0/tau0.35,125a0b6674df,N1,bird_03,bird,0.35,adverse_cleaner,0.0,0,22.775651931762695,0.3465120792388916,0.6804548501968384,0.9060026407241821,0.810239851474762,0.10151179879903793,0.1686650514602661,3.3441286140514066,1.020198106765747,0.07264690101146698,0.1777140349149704,0.2714962959289551,0.10111209750175476,22.729074478149414,0.19022449851036072,0.8790063858032227,0.005334474146366119,0.8700866103172302,0.3363587558269501,-0.00038583576679229736,0.009617477655410767,-0.00038583576679229736,-0.004215496778488159,0.09152794725433833,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.339992843801156,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8618051409721375,0.18314874172210693,0.15467707812786102,0.8056789636611938,0.9058823585510254,0.38906848430633545,23.122711181640625,0.06980138272047043,0.7023452520370483,0.12853701412677765,0.9925701022148132,0.28111377358436584,0.15155136585235596,0.1218414306640625,0.8892002105712891,4.794244576585922,5.537611491425442,0.07303748279809952,0.10072626173496246,2026-08-07T08:47:10+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:47:01+08:00,done,0.1,0.3465120792388916,5.5,,
eval/N1/bird_03/purifyadverse_cleaner0/seed1/tau0.2,9e02bf62cdbd,N1,bird_03,bird,0.2,adverse_cleaner,0.0,1,24.792728424072266,0.19968703389167786,0.7987040281295776,0.9192578196525574,0.8695151209831238,0.19098784029483795,0.08971643447875977,3.2909502206028867,1.006762981414795,0.057592108845710754,0.1133321151137352,0.2713117003440857,0.10317370295524597,21.61992073059082,0.25028538703918457,0.7836028337478638,0.006886639632284641,0.8137201070785522,0.2427656203508377,-0.005583539605140686,0.0026616156101226807,-0.005583539605140686,-0.003665429353713989,1.5232975638947115,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.34828077396378,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8524854183197021,0.12321871519088745,0.09966278076171875,0.8617386817932129,0.9372549057006836,0.3084273040294647,25.07307243347168,0.055762939155101776,0.8035615682601929,0.22655130922794342,1.103393793106079,0.2739733159542084,0.1605468988418579,0.20091120898723602,0.8894167542457581,4.55307328382705,4.593815924988803,0.0829857811331749,0.09759016335010529,2026-08-07T08:28:35+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:28:25+08:00,done,0.1,0.19968703389167786,3.125,,
eval/N1/bird_03/purifyadverse_cleaner0/seed1/tau0.35,c585c13d9402,N1,bird_03,bird,0.35,adverse_cleaner,0.0,1,22.775651931762695,0.3465120792388916,0.6804548501968384,0.9060026407241821,0.810239851474762,0.10151179879903793,0.1686650514602661,3.3441286140514066,1.020198106765747,0.07264690101146698,0.1777140349149704,0.27647796273231506,0.10330790281295776,20.58159637451172,0.28580302000045776,0.7458695769309998,0.008746614679694176,0.7862334251403809,0.19972723722457886,-0.005717739462852478,-0.0025046467781066895,-0.005717739462852478,-0.004215496778488159,1.3563619576298387,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.327068155864254,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8618051409721375,0.18314874172210693,0.15467707812786102,0.8056789636611938,0.9058823585510254,0.38906848430633545,23.122711181640625,0.06980138272047043,0.7023452520370483,0.12853701412677765,1.0449880361557007,0.2739733159542084,0.1972217559814453,0.2536672055721283,0.929411768913269,4.55307328382705,5.03913641681813,0.09352333843708038,0.09759016335010529,2026-08-07T08:47:20+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:47:11+08:00,done,0.1,0.3465120792388916,5.5,,
eval/N1/bird_03/purifyadverse_cleaner0/seed2/tau0.2,737f54bb058d,N1,bird_03,bird,0.2,adverse_cleaner,0.0,2,24.792728424072266,0.19968703389167786,0.7987040281295776,0.9192578196525574,0.8695151209831238,0.19098784029483795,0.08971643447875977,3.2909502206028867,1.006762981414795,0.057592108845710754,0.1133321151137352,0.26692062616348267,0.09835462272167206,19.924623489379883,0.31658610701560974,0.749419093132019,0.010175067000091076,0.7632924318313599,0.20235230028629303,0.005634672939777374,-0.0016355812549591064,0.005634672939777374,-0.003665429353713989,-1.5372477262637876,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.33466818695888,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8524854183197021,0.12321871519088745,0.09966278076171875,0.8617386817932129,0.9372549057006836,0.3084273040294647,25.07307243347168,0.055762939155101776,0.8035615682601929,0.22655130922794342,0.7229734063148499,0.26528504490852356,0.21659231185913086,0.2717374265193939,0.9454200267791748,3.2399248085104753,3.2360922288932854,0.10087154060602188,0.10398929566144943,2026-08-07T08:28:44+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:28:35+08:00,done,0.1,0.19968703389167786,3.125,,
eval/N1/bird_03/purifyadverse_cleaner0/seed2/tau0.35,bb0fdb64c76d,N1,bird_03,bird,0.35,adverse_cleaner,0.0,2,22.775651931762695,0.3465120792388916,0.6804548501968384,0.9060026407241821,0.810239851474762,0.10151179879903793,0.1686650514602661,3.3441286140514066,1.020198106765747,0.07264690101146698,0.1777140349149704,0.2824991047382355,0.09542351216077805,18.03933334350586,0.41084927320480347,0.6435612440109253,0.015706034377217293,0.6756712198257446,0.11203712224960327,0.008565783500671387,-0.017214059829711914,0.008565783500671387,-0.004215496778488159,-2.031974865781634,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.34644605498761,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8618051409721375,0.18314874172210693,0.15467707812786102,0.8056789636611938,0.9058823585510254,0.38906848430633545,23.122711181640625,0.06980138272047043,0.7023452520370483,0.12853701412677765,0.815275251865387,0.26528504490852356,0.26544928550720215,0.4277534484863281,0.9408251047134399,3.2399248085104753,3.8606034441818737,0.12532371282577515,0.10398929566144943,2026-08-07T08:47:30+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:47:20+08:00,done,0.1,0.3465120792388916,5.5,,
eval/N1/bird_03/purifyadverse_cleaner0/seed3/tau0.2,88140e6292f8,N1,bird_03,bird,0.2,adverse_cleaner,0.0,3,24.792728424072266,0.19968703389167786,0.7987040281295776,0.9192578196525574,0.8695151209831238,0.19098784029483795,0.08971643447875977,3.2909502206028867,1.006762981414795,0.057592108845710754,0.1133321151137352,0.2702595293521881,0.10841798782348633,24.281312942504883,0.17998747527599335,0.8808544874191284,0.003731363220140338,0.8764868974685669,0.37262895703315735,-0.009374946355819702,-0.0055827796459198,-0.009374946355819702,-0.003665429353713989,2.5576666336020244,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.316317843040451,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8524854183197021,0.12321871519088745,0.09966278076171875,0.8617386817932129,0.9372549057006836,0.3084273040294647,25.07307243347168,0.055762939155101776,0.8035615682601929,0.22655130922794342,1.3433524370193481,0.2646767497062683,0.13991796970367432,0.13211441040039062,0.7214841246604919,3.20191090745953,3.5318769889310766,0.06108488515019417,0.09904304146766663,2026-08-07T08:28:54+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:28:44+08:00,done,0.1,0.19968703389167786,3.125,,
eval/N1/bird_03/purifyadverse_cleaner0/seed3/tau0.35,55346d747769,N1,bird_03,bird,0.35,adverse_cleaner,0.0,3,22.775651931762695,0.3465120792388916,0.6804548501968384,0.9060026407241821,0.810239851474762,0.10151179879903793,0.1686650514602661,3.3441286140514066,1.020198106765747,0.07264690101146698,0.1777140349149704,0.28048941493034363,0.11118347197771072,22.47502899169922,0.24121558666229248,0.818209171295166,0.005655831657350063,0.8238133192062378,0.2883726954460144,-0.012140430510044098,-0.015812665224075317,-0.012140430510044098,-0.004215496778488159,2.879952505715857,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.327818864025176,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8618051409721375,0.18314874172210693,0.15467707812786102,0.8056789636611938,0.9058823585510254,0.38906848430633545,23.122711181640625,0.06980138272047043,0.7023452520370483,0.12853701412677765,1.4780884981155396,0.2646767497062683,0.1666574478149414,0.1882375180721283,0.7734375,3.20191090745953,3.6737934825378575,0.07520526647567749,0.09904304146766663,2026-08-07T08:47:39+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:47:30+08:00,done,0.1,0.3465120792388916,5.5,,
eval/N1/bird_03/purifyadverse_cleaner0/seed4/tau0.2,0c3558a8b1cd,N1,bird_03,bird,0.2,adverse_cleaner,0.0,4,24.792728424072266,0.19968703389167786,0.7987040281295776,0.9192578196525574,0.8695151209831238,0.19098784029483795,0.08971643447875977,3.2909502206028867,1.006762981414795,0.057592108845710754,0.1133321151137352,0.26317739486694336,0.09515458345413208,22.353851318359375,0.2885991334915161,0.8212847709655762,0.005815863609313965,0.8253760933876038,0.24896420538425446,0.0013658851385116577,-0.007407188415527344,0.0013658851385116577,-0.003665429353713989,-0.3726398756335809,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.319310588063672,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8524854183197021,0.12321871519088745,0.09966278076171875,0.8617386817932129,0.9372549057006836,0.3084273040294647,25.07307243347168,0.055762939155101776,0.8035615682601929,0.22655130922794342,1.3734278678894043,0.255770206451416,0.19226866960525513,0.1839091032743454,0.9666866660118103,7.38425299741106,4.4849748426549985,0.07626181095838547,0.09652046859264374,2026-08-07T08:29:03+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:28:54+08:00,done,0.1,0.19968703389167786,3.125,,
eval/N1/bird_03/purifyadverse_cleaner0/seed4/tau0.35,0ced46c27db5,N1,bird_03,bird,0.35,adverse_cleaner,0.0,4,22.775651931762695,0.3465120792388916,0.6804548501968384,0.9060026407241821,0.810239851474762,0.10151179879903793,0.1686650514602661,3.3441286140514066,1.020198106765747,0.07264690101146698,0.1777140349149704,0.2938932180404663,0.09611903131008148,19.962112426757812,0.33009928464889526,0.7776118516921997,0.010087612085044384,0.8219119906425476,0.21512489020824432,0.00040143728256225586,-0.03812301158905029,0.00040143728256225586,-0.004215496778488159,-0.09522893828570943,False,32,約束已啟動且 shared_mass 在最近 20 步的每步改善 -7.05e-07 低於 3.2e-06,9.333987751975656,0.8659334778785706,2.9141042232513428,0.0,False,11,0.8618051409721375,0.18314874172210693,0.15467707812786102,0.8056789636611938,0.9058823585510254,0.38906848430633545,23.122711181640625,0.06980138272047043,0.7023452520370483,0.12853701412677765,1.5717060565948486,0.255770206451416,0.23392808437347412,0.21498362720012665,0.974141538143158,7.38425299741106,5.456233855259898,0.10043710470199585,0.09652046859264374,2026-08-07T08:47:49+08:00,bird,bird_03,a butterfly,True,eval,2026-08-07T08:47:39+08:00,done,0.1,0.3465120792388916,5.5,,
